surface,rung,gene,pearson_r,cosine,topbase_acc,auroc,macroF1,mae,rmse,jsd_bits,kl_bits,ic_mae,covR,coverage,gate_len_mae,gate_len_bias
clean_combined,B0_global,POU2F1::SOX2,0.33087,0.64094,0.58333,0.68359,0.45,0.27921,0.3308,0.30759,1.14994,1.21298,0.21783,0.41176,8.0,-8.0
clean_combined,B0_global,POU2F2,0.54665,0.67393,0.625,0.82126,0.4375,0.26619,0.32255,0.30225,1.10509,1.219,0.3364,0.61538,4.0,-4.0
clean_combined,B0_global,POU2F3,0.41122,0.59856,0.5,0.75,0.41667,0.31481,0.36816,0.35957,1.36569,1.46156,0.27415,0.66667,0.0,0.0
clean_combined,B0_global,POU3F1,0.34966,0.63326,0.44444,0.74182,0.26786,0.28444,0.33503,0.30661,1.16509,1.23284,0.31603,0.6,1.0,-1.0
clean_combined,B0_global,POU3F2,0.59431,0.71323,0.71429,0.84795,0.46429,0.24276,0.29165,0.24683,0.90906,1.02858,0.34668,0.58333,3.0,-3.0
clean_combined,B0_global,POU3F3,0.4795,0.68302,0.59266,0.78254,0.37491,0.25578,0.3038,0.26484,0.9918,1.07447,0.41431,0.78852,2.57143,-1.71429
clean_combined,B0_global,POU3F4,0.47062,0.63847,0.52338,0.79541,0.34327,0.28919,0.34088,0.33777,1.24558,1.34523,0.36568,0.62218,2.30769,-2.30769
clean_combined,B0_global,POU4F1,0.45039,0.6741,0.53401,0.78107,0.43735,0.25978,0.31083,0.27101,1.01944,1.09782,0.43968,0.74313,3.14286,-2.85714
clean_combined,B0_global,POU4F2,0.51963,0.63918,0.52083,0.83005,0.37873,0.28616,0.33819,0.31407,1.18044,1.28545,0.37104,0.64821,5.0,-5.0
clean_combined,B0_global,POU4F3,0.41882,0.68219,0.48891,0.75909,0.38009,0.25532,0.31034,0.27712,1.02897,1.10854,0.42186,0.73389,3.41667,-2.91667
clean_combined,B0_global,POU5F1,0.44613,0.59779,0.71429,0.7483,0.38889,0.31124,0.36157,0.33815,1.30095,1.39359,0.35171,0.71429,2.0,2.0
clean_combined,B0_global,POU5F1::SOX2,0.33601,0.67678,0.6,0.60399,0.425,0.25128,0.30119,0.24831,0.9453,1.00406,0.21227,0.69231,4.0,-4.0
clean_combined,B0_global,POU5F1B,0.29229,0.60549,0.47222,0.72258,0.28323,0.30069,0.35474,0.35433,1.32605,1.3851,0.28971,0.60606,1.0,-1.0
clean_combined,B0_global,POU5F1P1,0.44077,0.66287,0.54389,0.77787,0.33623,0.272,0.32573,0.31204,1.14864,1.22851,0.31205,0.61684,3.9,-3.5
clean_combined,B0_global,POU6F1,0.60026,0.6158,0.57143,0.91156,0.33929,0.30922,0.36166,0.36085,1.3384,1.48437,0.60026,1.0,2.0,2.0
clean_combined,B0_global,POU6F2,0.63959,0.66365,0.65125,0.89532,0.37849,0.27854,0.33258,0.32652,1.18944,1.32986,0.59663,0.90317,2.28571,0.28571
clean_combined,B0_global,SKN-1,0.41702,0.62865,0.625,0.78261,0.36667,0.29052,0.34693,0.35439,1.28848,1.3874,0.41702,1.0,4.0,4.0
clean_combined,B0_global,SP3,0.23625,0.62858,0.23064,0.64408,0.22608,0.27876,0.33529,0.31674,1.19319,1.20654,0.21488,0.91412,2.42857,0.14286
clean_combined,B0_global,SP5,0.32419,0.67206,0.34091,0.72402,0.20977,0.25609,0.30685,0.29402,1.093,1.13103,0.25139,0.7893,6.0,-2.0
clean_combined,B0_global,SP7,0.57979,0.71034,0.63636,0.82381,0.41429,0.23934,0.28258,0.22621,0.84618,0.95456,0.49059,0.84615,1.0,-1.0
clean_combined,B0_global,SPDEF,0.21723,0.6407,0.3,0.5698,0.225,0.2768,0.33968,0.33196,1.23208,1.24013,0.21723,1.0,4.0,4.0
clean_combined,B0_global,THRA,0.32603,0.65615,0.40476,0.68651,0.36929,0.26446,0.31985,0.29083,1.09576,1.13253,0.2198,0.72419,3.0,0.14286
clean_combined,B0_global,THRB,0.24202,0.65486,0.41667,0.70378,0.33333,0.26059,0.32024,0.29473,1.09493,1.12581,0.15253,0.61111,3.0,-3.0
clean_combined,B0_global,TP53,0.53085,0.66415,0.75,0.81818,0.45,0.26114,0.31671,0.27128,1.03949,1.07931,0.11797,0.22222,6.0,-6.0
clean_combined,B0_global,TP63,0.22966,0.60969,0.33333,0.62626,0.38889,0.2947,0.35475,0.37545,1.37484,1.40015,0.15311,0.66667,6.0,-6.0
clean_combined,B0_global,TP73,0.38183,0.63825,0.5,0.78125,0.33333,0.28276,0.33306,0.33206,1.22727,1.2594,0.14318,0.375,4.0,-4.0
clean_combined,B0_global,ZBTB40,0.49381,0.62,0.70707,0.75686,0.46726,0.29814,0.35351,0.33931,1.277,1.35952,0.28415,0.75,2.5,-2.5
clean_combined,B0_family,CLOCK,0.5577,0.70612,0.66667,0.84231,0.65833,0.27291,0.34081,0.34567,1.20422,1.47756,0.5577,1.0,1.0,1.0
clean_combined,B0_family,EHF,0.70678,0.86147,0.78773,0.87877,0.67999,0.11342,0.18658,0.11426,0.5602,0.3659,0.70678,1.0,4.14286,4.14286
clean_combined,B0_family,ELF1,0.63335,0.82751,0.72727,0.79404,0.65972,0.13235,0.21638,0.13236,0.67261,0.43049,0.63335,1.0,3.0,3.0
clean_combined,B0_family,ELF2,0.71315,0.85379,0.7,0.9,0.61667,0.12109,0.20603,0.11591,0.53816,0.39562,0.71315,1.0,4.0,4.0
clean_combined,B0_family,ELF3,0.65478,0.84003,0.72727,0.85677,0.6375,0.12576,0.20319,0.1284,0.61563,0.47118,0.65478,1.0,3.0,3.0
clean_combined,B0_family,ELF4,0.6933,0.84385,0.76136,0.86423,0.64582,0.12759,0.21161,0.13526,0.6566,0.45051,0.6933,1.0,3.0,3.0
clean_combined,B0_family,ELF5,0.70126,0.87759,0.78705,0.87823,0.64901,0.11007,0.17141,0.10301,0.50198,0.39487,0.70126,1.0,3.72727,3.72727
clean_combined,B0_family,ELK1,0.68778,0.80428,0.77778,0.9177,0.67857,0.13948,0.26723,0.18617,0.8329,0.53856,0.68778,1.0,5.0,5.0
clean_combined,B0_family,ELK3,0.62948,0.77661,0.73651,0.87981,0.60952,0.1613,0.27296,0.20044,0.90812,0.53674,0.59522,0.91667,4.4,4.4
clean_combined,B0_family,ELK4,0.62352,0.77676,0.75,0.84545,0.66429,0.15661,0.27023,0.19388,0.92163,0.43631,0.62352,1.0,6.0,6.0
clean_combined,B0_family,ERF,0.93123,0.95961,1.0,0.96875,0.75,0.07885,0.11229,0.0628,0.2713,0.2662,0.93123,1.0,7.0,7.0
clean_combined,B0_family,ERG,0.7347,0.85052,0.8,0.87464,0.68651,0.12188,0.21095,0.12968,0.59938,0.3564,0.7347,1.0,4.0,4.0
clean_combined,B0_family,ETS1,0.6769,0.80672,0.77778,0.89231,0.67857,0.14252,0.25221,0.16989,0.8268,0.3809,0.6769,1.0,5.0,5.0
clean_combined,B0_family,ETS2,0.80332,0.90432,0.8,0.94017,0.68651,0.10324,0.15565,0.08,0.37749,0.28763,0.80332,1.0,4.0,4.0
clean_combined,B0_family,ETV1,0.68234,0.8058,0.77778,0.9177,0.67857,0.14283,0.25818,0.17643,0.8418,0.45448,0.68234,1.0,5.0,5.0
clean_combined,B0_family,ETV2,0.68963,0.82177,0.77802,0.86979,0.66012,0.14279,0.23441,0.16014,0.74804,0.39981,0.68963,1.0,4.14286,4.14286
clean_combined,B0_family,ETV3,0.58559,0.78159,0.68398,0.85626,0.60842,0.15688,0.2486,0.19535,0.90868,0.42438,0.47506,0.8106,3.85714,0.42857
clean_combined,B0_family,ETV4,0.76057,0.86367,0.875,0.93237,0.71429,0.11668,0.20126,0.12626,0.58665,0.34903,0.76057,1.0,6.0,6.0
clean_combined,B0_family,ETV5,0.67181,0.80399,0.77778,0.80903,0.67857,0.15266,0.25236,0.17046,0.86841,0.4784,0.67181,1.0,5.0,5.0
clean_combined,B0_family,ETV6,0.72728,0.86507,0.7,0.92857,0.61667,0.11615,0.18762,0.10204,0.48975,0.32698,0.72728,1.0,4.0,4.0
clean_combined,B0_family,ETV7,0.62749,0.81283,0.74306,0.86581,0.58038,0.14559,0.21762,0.15718,0.77106,0.42371,0.52495,0.83196,3.0,2.5
clean_combined,B0_family,EWSR1-FLI1,0.53136,0.67716,0.64286,0.87415,0.32386,0.23265,0.35736,0.31385,1.21022,1.01239,0.41328,0.77778,4.0,-4.0
clean_combined,B0_family,FEV,0.6836,0.80319,0.77778,0.9177,0.67857,0.14039,0.26533,0.19046,0.85566,0.49218,0.6836,1.0,5.0,5.0
clean_combined,B0_family,FLI1,0.75178,0.86047,0.8,0.90028,0.68651,0.11659,0.20333,0.12484,0.57391,0.34028,0.75178,1.0,4.0,4.0
clean_combined,B0_family,FOXA1,0.56503,0.8018,0.66667,0.78472,0.55682,0.18542,0.24868,0.15968,0.72564,0.60461,0.50852,0.9,1.0,-1.0
clean_combined,B0_family,FOXA2,0.52252,0.76898,0.55556,0.78472,0.44167,0.21164,0.28351,0.23105,0.98538,0.82258,0.47027,0.9,1.0,-1.0
clean_combined,B0_family,FOXA3,0.54415,0.78169,0.66667,0.8,0.55682,0.2045,0.27648,0.21779,0.93312,0.80137,0.48974,0.9,1.0,-1.0
clean_combined,B0_family,FOXB1,0.46404,0.6895,0.6059,0.76444,0.39658,0.23816,0.32204,0.27926,1.15851,0.88728,0.30598,0.65097,5.25,-5.0
clean_combined,B0_family,FOXC1,0.65732,0.81134,0.65426,0.87728,0.44024,0.18323,0.24777,0.18845,0.74195,0.73635,0.56338,0.84483,2.4,-0.8
clean_combined,B0_family,FOXC2,0.64474,0.79487,0.66667,0.85455,0.55682,0.21134,0.2741,0.22821,0.86931,0.9942,0.48355,0.75,3.0,-3.0
clean_combined,B0_family,FOXD1,0.62073,0.73616,0.71429,0.82313,0.60417,0.24026,0.32299,0.28266,1.16617,1.11947,0.62073,1.0,2.0,2.0
clean_combined,B0_family,FOXD2,0.5883,0.78315,0.57698,0.82375,0.35652,0.19845,0.26139,0.2092,0.84019,0.73036,0.43276,0.73342,3.1,-2.7
clean_combined,B0_family,FOXD3,0.52674,0.77785,0.55556,0.73052,0.34848,0.19056,0.25621,0.20206,0.84144,0.68234,0.26337,0.5,9.0,-9.0
clean_combined,B0_family,FOXE1,0.72574,0.83652,0.74074,0.87101,0.5008,0.19311,0.25131,0.20904,0.74613,0.96261,0.52705,0.72253,3.66667,-3.0
clean_combined,B0_family,FOXF1,0.7721,0.82942,0.85714,0.88125,0.63889,0.21286,0.27291,0.23286,0.82753,1.11674,0.7721,1.0,2.0,2.0
clean_combined,B0_family,FOXF2,0.59401,0.76121,0.42857,0.90476,0.16667,0.23052,0.31279,0.29368,0.99065,1.22906,0.46201,0.77778,0.0,0.0
clean_combined,B0_family,FOXG1,0.67045,0.81186,0.71429,0.77778,0.60417,0.2063,0.25303,0.19826,0.81951,0.93539,0.67045,1.0,2.0,2.0
clean_combined,B0_family,FOXI1,0.58367,0.7535,0.60179,0.805,0.47625,0.22216,0.29401,0.24685,0.99054,0.94691,0.46528,0.78761,3.2,-2.0
clean_combined,B0_family,FOXJ1,0.62805,0.76088,0.71429,0.91156,0.36667,0.2161,0.30339,0.25167,0.8722,1.00761,0.62805,1.0,2.0,2.0
clean_combined,B0_family,FOXJ2,0.63733,0.77676,0.59957,0.85096,0.42469,0.2088,0.27906,0.23345,0.86475,0.92143,0.47921,0.75401,2.72727,-2.36364
clean_combined,B0_family,FOXJ3,0.69304,0.80495,0.67549,0.88856,0.46808,0.20688,0.26926,0.22835,0.83627,0.96065,0.51725,0.7428,2.22222,-1.77778
clean_combined,B0_family,FOXK1,0.55578,0.79616,0.55556,0.85455,0.44167,0.20002,0.25733,0.18657,0.77306,0.79329,0.55578,1.0,0.0,0.0
clean_combined,B0_family,FOXK2,0.68672,0.79682,0.71429,0.82313,0.60417,0.21085,0.27004,0.20691,0.90349,0.86278,0.53411,0.77778,0.0,0.0
clean_combined,B0_family,FOXL1,0.68317,0.82166,0.73016,0.85513,0.58136,0.19307,0.25315,0.2016,0.74261,0.88782,0.58026,0.84221,2.8,-1.2
clean_combined,B0_family,FOXL2,0.54292,0.78353,0.55556,0.81154,0.44167,0.20598,0.26495,0.19613,0.78594,0.78606,0.48862,0.9,1.0,-1.0
clean_combined,B0_family,FOXM1,0.53579,0.79268,0.66667,0.74582,0.55682,0.1817,0.24781,0.16679,0.75183,0.5414,0.48221,0.9,1.0,-1.0
clean_combined,B0_family,FOXN2,0.30927,0.61083,0.63333,0.63266,0.52083,0.25894,0.34579,0.31524,1.5103,0.76404,0.19619,0.7,5.0,-1.0
clean_combined,B0_family,FOXN3,0.61255,0.72045,0.71429,0.82313,0.60417,0.2543,0.34305,0.31066,1.31124,1.22177,0.53598,0.875,1.0,1.0
clean_combined,B0_family,FOXO1,0.69531,0.80519,0.71429,0.82313,0.60417,0.2015,0.26313,0.19284,0.86955,0.80964,0.69531,1.0,2.0,2.0
clean_combined,B0_family,FOXO3,0.66861,0.77789,0.71429,0.82313,0.60417,0.22313,0.28937,0.23612,1.00484,0.97545,0.58504,0.875,1.0,1.0
clean_combined,B0_family,FOXO4,0.74518,0.84449,0.71429,0.90058,0.60417,0.19048,0.24019,0.18212,0.70842,0.89163,0.65203,0.875,1.0,1.0
clean_combined,B0_family,FOXO6,0.62861,0.74599,0.67143,0.80121,0.54048,0.23431,0.30979,0.26779,1.14392,1.05739,0.50336,0.78929,3.0,-1.0
clean_combined,B0_family,FOXP1,0.66432,0.79021,0.7295,0.82927,0.59873,0.20558,0.26965,0.20678,0.85468,0.84642,0.56884,0.84755,4.33333,-2.0
clean_combined,B0_family,FOXP2,0.68655,0.79818,0.71429,0.82313,0.60417,0.20174,0.26568,0.18704,0.85116,0.77287,0.68655,1.0,2.0,2.0
clean_combined,B0_family,FOXP3,0.76058,0.84652,0.71429,0.88889,0.60417,0.18522,0.23025,0.15577,0.65487,0.77868,0.59156,0.77778,0.0,0.0
clean_combined,B0_family,FOXP4,0.63423,0.7611,0.71429,0.82313,0.60417,0.2131,0.29048,0.20363,0.91392,0.79982,0.63423,1.0,2.0,2.0
clean_combined,B0_family,FOXS1,0.54832,0.72167,0.625,0.76562,0.5,0.22678,0.3089,0.22734,1.00721,0.80061,0.54832,1.0,1.0,1.0
clean_combined,B0_family,GABPA,0.69727,0.8146,0.77778,0.9177,0.67857,0.13594,0.25233,0.16874,0.76315,0.49802,0.69727,1.0,5.0,5.0
clean_combined,B0_family,GCN4,0.53093,0.65043,0.57143,0.78125,0.51667,0.2968,0.35287,0.35563,1.2979,1.48315,0.53093,1.0,5.0,5.0
clean_combined,B0_family,KLF14,0.61189,0.7177,0.83798,0.84481,0.3982,0.24203,0.29257,0.26138,0.94437,1.07824,0.58008,0.92779,2.42857,-0.42857
clean_combined,B0_family,KLF2,0.65778,0.68307,0.75694,0.8662,0.28915,0.2715,0.32268,0.29427,1.08002,1.25325,0.65778,1.0,3.75,3.75
clean_combined,B0_family,NFE2,0.43901,0.66343,0.48154,0.7553,0.43669,0.27757,0.33497,0.33663,1.22921,1.34887,0.3861,0.92208,1.90909,1.18182
clean_combined,B0_family,NFE2L1,0.4063,0.61844,0.45455,0.75482,0.40952,0.31174,0.36981,0.38249,1.41421,1.55825,0.31924,0.78571,2.0,-2.0
clean_combined,B0_family,NFE2L2,0.40894,0.63342,0.45455,0.77865,0.40952,0.29749,0.35619,0.34321,1.29095,1.41843,0.32131,0.78571,2.0,-2.0
clean_combined,B0_family,NPAS2,0.48847,0.72901,0.52222,0.77668,0.48,0.24455,0.30426,0.29547,1.0417,1.20536,0.38689,0.8,4.0,-2.4
clean_combined,B0_family,P53,0.22132,0.65249,0.33333,0.55273,0.33333,0.26295,0.3068,0.26199,0.99935,1.01052,0.14228,0.64286,2.0,-2.0
clean_combined,B0_family,POU1F1,0.53793,0.64288,0.625,0.83182,0.4375,0.2926,0.34026,0.33769,1.23598,1.3588,0.30739,0.57143,5.0,-5.0
clean_combined,B0_family,POU2F1,0.30933,0.61972,0.44444,0.71923,0.26786,0.29023,0.34145,0.31946,1.21108,1.2746,0.32451,0.66667,0.0,0.0
clean_combined,B0_family,POU2F1::SOX2,0.33087,0.64094,0.58333,0.68359,0.45,0.27921,0.3308,0.30759,1.14994,1.21298,0.21783,0.41176,8.0,-8.0
clean_combined,B0_family,POU2F2,0.54665,0.67393,0.625,0.82126,0.4375,0.26619,0.32255,0.30225,1.10509,1.219,0.3364,0.61538,4.0,-4.0
clean_combined,B0_family,POU2F3,0.41122,0.59856,0.5,0.75,0.41667,0.31481,0.36816,0.35957,1.36569,1.46156,0.27415,0.66667,0.0,0.0
clean_combined,B0_family,POU3F1,0.34966,0.63326,0.44444,0.74182,0.26786,0.28444,0.33503,0.30661,1.16509,1.23284,0.31603,0.6,1.0,-1.0
clean_combined,B0_family,POU3F2,0.59431,0.71323,0.71429,0.84795,0.46429,0.24276,0.29165,0.24683,0.90906,1.02858,0.34668,0.58333,3.0,-3.0
clean_combined,B0_family,POU3F3,0.4795,0.68302,0.59266,0.78254,0.37491,0.25578,0.3038,0.26484,0.9918,1.07447,0.41431,0.78852,2.57143,-1.71429
clean_combined,B0_family,POU3F4,0.47062,0.63847,0.52338,0.79541,0.34327,0.28919,0.34088,0.33777,1.24558,1.34523,0.36568,0.62218,2.30769,-2.30769
clean_combined,B0_family,POU4F1,0.45039,0.6741,0.53401,0.78107,0.43735,0.25978,0.31083,0.27101,1.01944,1.09782,0.43968,0.74313,3.14286,-2.85714
clean_combined,B0_family,POU4F2,0.51963,0.63918,0.52083,0.83005,0.37873,0.28616,0.33819,0.31407,1.18044,1.28545,0.37104,0.64821,5.0,-5.0
clean_combined,B0_family,POU4F3,0.41882,0.68219,0.48891,0.75909,0.38009,0.25532,0.31034,0.27712,1.02897,1.10854,0.42186,0.73389,3.41667,-2.91667
clean_combined,B0_family,POU5F1,0.44613,0.59779,0.71429,0.7483,0.38889,0.31124,0.36157,0.33815,1.30095,1.39359,0.35171,0.71429,2.0,2.0
clean_combined,B0_family,POU5F1::SOX2,0.33601,0.67678,0.6,0.60399,0.425,0.25128,0.30119,0.24831,0.9453,1.00406,0.21227,0.69231,4.0,-4.0
clean_combined,B0_family,POU5F1B,0.29229,0.60549,0.47222,0.72258,0.28323,0.30069,0.35474,0.35433,1.32605,1.3851,0.28971,0.60606,1.0,-1.0
clean_combined,B0_family,POU5F1P1,0.44077,0.66287,0.54389,0.77787,0.33623,0.272,0.32573,0.31204,1.14864,1.22851,0.31205,0.61684,3.9,-3.5
clean_combined,B0_family,POU6F1,0.60026,0.6158,0.57143,0.91156,0.33929,0.30922,0.36166,0.36085,1.3384,1.48437,0.60026,1.0,2.0,2.0
clean_combined,B0_family,POU6F2,0.63959,0.66365,0.65125,0.89532,0.37849,0.27854,0.33258,0.32652,1.18944,1.32986,0.59663,0.90317,2.28571,0.28571
clean_combined,B0_family,SKN-1,0.46204,0.67901,0.5,0.68599,0.575,0.27273,0.32706,0.32142,1.15951,1.31815,0.46204,1.0,4.0,4.0
clean_combined,B0_family,SP3,0.60505,0.69871,0.76373,0.87148,0.37352,0.25047,0.30648,0.27293,0.99714,1.13053,0.5733,0.93197,2.42857,0.14286
clean_combined,B0_family,SP5,0.54962,0.70637,0.8265,0.79561,0.28114,0.2513,0.30259,0.28312,1.02747,1.15735,0.48555,0.7893,6.0,-2.0
clean_combined,B0_family,SP7,0.23517,0.7448,0.4,0.61905,0.14286,0.19818,0.24346,0.15866,0.62517,0.63704,0.09045,0.38462,1.0,-1.0
clean_combined,B0_family,SPDEF,0.48442,0.69377,0.6,0.7094,0.52381,0.19817,0.32727,0.2592,1.49252,0.46997,0.48442,1.0,4.0,4.0
clean_combined,B0_family,THRA,0.53718,0.74115,0.62381,0.79797,0.61375,0.22938,0.29033,0.2476,0.91628,1.05124,0.37116,0.72281,3.0,0.14286
clean_combined,B0_family,THRB,0.42994,0.69576,0.42857,0.71406,0.43333,0.24105,0.31178,0.27546,1.07239,1.03054,0.3344,0.77778,3.0,-3.0
clean_combined,B0_family,TP53,0.53085,0.66415,0.75,0.81818,0.45,0.26114,0.31671,0.27128,1.03949,1.07931,0.11797,0.22222,6.0,-6.0
clean_combined,B0_family,TP63,0.22966,0.60969,0.33333,0.62626,0.38889,0.2947,0.35475,0.37545,1.37484,1.40015,0.15311,0.66667,6.0,-6.0
clean_combined,B0_family,TP73,0.38183,0.63825,0.5,0.78125,0.33333,0.28276,0.33306,0.33206,1.22727,1.2594,0.14318,0.375,4.0,-4.0
clean_combined,B0_family,ZBTB40,-0.1724,0.62613,0.125,0.43795,0.05357,0.25757,0.3117,0.24664,0.99893,0.9016,-0.07953,0.46667,2.5,-2.5
clean_combined,B1_nearest_pwm,CLOCK,0.57491,0.76342,0.63542,0.90394,0.63542,0.15001,0.29184,0.20574,0.91532,0.51511,0.52848,1.0,1.0,1.0
clean_combined,B1_nearest_pwm,EHF,0.73002,0.87201,0.76898,0.89547,0.66845,0.12261,0.18759,0.1153,1.67664,0.50444,0.73002,1.0,4.14286,4.14286
clean_combined,B1_nearest_pwm,ELF1,0.63637,0.81155,0.72727,0.8536,0.65972,0.14121,0.24074,0.15002,0.89942,0.44745,0.63637,1.0,3.0,3.0
clean_combined,B1_nearest_pwm,ELF2,0.7385,0.84844,0.7,0.93,0.61667,0.11518,0.22231,0.11643,0.64125,0.31278,0.7385,1.0,4.0,4.0
clean_combined,B1_nearest_pwm,ELF3,0.74564,0.87549,0.81818,0.86458,0.69156,0.12729,0.18919,0.1278,1.91489,0.57394,0.74564,1.0,3.0,3.0
clean_combined,B1_nearest_pwm,ELF4,0.73305,0.86535,0.74053,0.88334,0.63252,0.1293,0.19862,0.13118,1.83922,0.59865,0.73305,1.0,3.0,3.0
clean_combined,B1_nearest_pwm,ELF5,0.59911,0.70665,0.67424,0.70254,0.40455,0.20308,0.36241,0.30254,4.15752,0.75157,0.16655,0.98347,3.72727,3.72727
clean_combined,B1_nearest_pwm,ELK1,0.69752,0.79775,0.77778,0.93416,0.67857,0.1244,0.28116,0.176,0.8852,0.29605,0.69752,1.0,5.0,5.0
clean_combined,B1_nearest_pwm,ELK3,0.42326,0.64014,0.52897,0.69864,0.40583,0.23467,0.36037,0.32208,5.28244,0.64577,0.41228,0.95,4.4,4.4
clean_combined,B1_nearest_pwm,ELK4,0.45927,0.59542,0.6,0.63333,0.36667,0.24175,0.44765,0.42998,6.68085,0.38097,0.07057,0.75,6.0,6.0
clean_combined,B1_nearest_pwm,ERF,0.73134,0.83725,0.85714,0.81875,0.58333,0.13503,0.21738,0.1644,1.0684,0.54585,0.73134,1.0,7.0,7.0
clean_combined,B1_nearest_pwm,ERG,0.31962,0.61022,0.4,0.79762,0.26667,0.26612,0.36769,0.3367,2.29484,1.01636,0.1416,0.9,4.0,4.0
clean_combined,B1_nearest_pwm,ETS1,0.64004,0.80039,0.72222,0.89231,0.65476,0.1565,0.26039,0.17659,0.86559,0.5195,0.64004,1.0,5.0,5.0
clean_combined,B1_nearest_pwm,ETS2,0.74086,0.883,0.7,0.94872,0.65179,0.13156,0.18806,0.11611,0.45599,0.63238,0.74086,1.0,4.0,4.0
clean_combined,B1_nearest_pwm,ETV1,0.55437,0.74772,0.5,0.91667,0.375,0.21119,0.29792,0.2335,1.79617,0.96452,0.10666,0.33333,5.0,5.0
clean_combined,B1_nearest_pwm,ETV2,0.43134,0.58895,0.56803,0.59716,0.4619,0.29627,0.42215,0.47028,5.7629,1.15726,0.11397,0.83871,4.14286,4.14286
clean_combined,B1_nearest_pwm,ETV3,0.67644,0.82675,0.69048,0.90112,0.6053,0.14696,0.2244,0.16473,1.30476,0.51093,0.53384,0.77587,3.85714,0.42857
clean_combined,B1_nearest_pwm,ETV4,0.27549,0.56065,0.6,0.55952,0.25,0.27583,0.42636,0.443,3.0217,0.88409,0.11332,1.0,6.0,6.0
clean_combined,B1_nearest_pwm,ETV5,0.42128,0.61534,0.66667,0.6,0.41667,0.24686,0.39227,0.3718,2.71525,0.57025,0.09581,1.0,5.0,5.0
clean_combined,B1_nearest_pwm,ETV6,0.28875,0.50955,0.5,0.64881,0.45417,0.30552,0.45404,0.44857,2.95708,0.80959,0.1967,0.4,4.0,4.0
clean_combined,B1_nearest_pwm,ETV7,0.33742,0.58853,0.525,0.68065,0.31458,0.25492,0.38263,0.35296,1.98472,0.67031,0.1191,0.85191,3.0,2.5
clean_combined,B1_nearest_pwm,EWSR1-FLI1,0.46796,0.65815,0.64286,0.75,0.32386,0.2352,0.3718,0.35823,4.66389,0.91565,0.36397,0.77778,4.0,-4.0
clean_combined,B1_nearest_pwm,FEV,0.51395,0.65928,0.66667,0.80247,0.625,0.22728,0.38917,0.38203,6.17155,0.77961,0.51395,1.0,5.0,5.0
clean_combined,B1_nearest_pwm,FLI1,0.5923,0.73801,0.67857,0.76423,0.66417,0.1786,0.31876,0.24942,1.79924,0.45283,0.46822,0.87,4.0,4.0
clean_combined,B1_nearest_pwm,FOXA1,0.58574,0.76614,0.66667,0.82031,0.5,0.16426,0.27202,0.17693,1.20127,0.40511,0.3653,0.85,1.0,-1.0
clean_combined,B1_nearest_pwm,FOXA2,0.45856,0.67576,0.44444,0.76042,0.37778,0.21118,0.35164,0.26252,1.68662,0.44737,0.4127,0.9,1.0,-1.0
clean_combined,B1_nearest_pwm,FOXA3,0.46657,0.68754,0.55556,0.82545,0.5,0.20641,0.34458,0.24889,1.58226,0.43645,0.41991,0.9,1.0,-1.0
clean_combined,B1_nearest_pwm,FOXB1,0.3845,0.58489,0.51389,0.6526,0.3375,0.25653,0.40779,0.38096,4.41456,0.54434,0.24318,0.63222,5.25,-5.0
clean_combined,B1_nearest_pwm,FOXC1,0.51735,0.68815,0.5863,0.8264,0.42057,0.21513,0.34524,0.27965,2.04339,0.62682,0.43345,0.8315,2.4,-0.8
clean_combined,B1_nearest_pwm,FOXC2,0.40254,0.62134,0.51667,0.7636,0.46202,0.23356,0.38535,0.33494,2.71339,0.5292,0.30507,0.68333,3.0,-3.0
clean_combined,B1_nearest_pwm,FOXD1,0.49237,0.64847,0.57143,0.88095,0.51786,0.20393,0.38131,0.29545,1.58426,0.49877,0.49237,1.0,2.0,2.0
clean_combined,B1_nearest_pwm,FOXD2,0.47102,0.66402,0.5352,0.7796,0.36313,0.22639,0.35602,0.29479,2.14764,0.60183,0.33044,0.69706,3.1,-2.7
clean_combined,B1_nearest_pwm,FOXD3,0.33461,0.59834,0.44444,0.64773,0.31667,0.25876,0.38434,0.33883,2.51158,0.62232,0.1673,0.5,9.0,-9.0
clean_combined,B1_nearest_pwm,FOXE1,0.49056,0.69079,0.54935,0.72575,0.32454,0.23053,0.33525,0.29819,5.27982,0.79332,0.39296,0.74634,3.66667,-3.0
clean_combined,B1_nearest_pwm,FOXF1,0.65091,0.75675,0.71429,0.91563,0.5625,0.15932,0.31856,0.2068,0.92685,0.42216,0.65091,1.0,2.0,2.0
clean_combined,B1_nearest_pwm,FOXF2,0.40264,0.63635,0.5,0.80676,0.275,0.25463,0.36734,0.37992,5.38668,1.07306,0.33475,1.0,0.0,0.0
clean_combined,B1_nearest_pwm,FOXG1,0.5029,0.67941,0.57143,0.77485,0.51786,0.20871,0.34215,0.24093,1.41649,0.56443,0.5029,1.0,2.0,2.0
clean_combined,B1_nearest_pwm,FOXI1,0.80226,0.88086,0.7829,0.9082,0.60489,0.12634,0.19739,0.13053,0.89491,0.53362,0.66754,0.76868,3.2,-2.0
clean_combined,B1_nearest_pwm,FOXJ1,0.49676,0.65626,0.71429,0.70068,0.36667,0.22062,0.38368,0.33592,2.52635,0.69658,0.49428,1.0,2.0,2.0
