surface,rung,gene,pearson_r,cosine,topbase_acc,auroc,macroF1,mae,rmse,jsd_bits,kl_bits,ic_mae,covR,coverage,gate_len_mae,gate_len_bias
clean_combined,random_train_pwm,ELF2,0.4276,0.62685,0.52222,0.74671,0.37083,0.26727,0.38107,0.38183,6.22287,0.94962,0.18555,0.5,4.0,4.0
clean_combined,random_train_pwm,ELF3,0.2893,0.58662,0.36364,0.75521,0.39167,0.28045,0.37808,0.35302,1.45013,0.9659,0.2893,1.0,3.0,3.0
clean_combined,random_train_pwm,ELF4,0.44247,0.64549,0.54921,0.71377,0.37535,0.23551,0.36873,0.34072,3.88214,0.72133,0.21315,0.81326,3.0,3.0
clean_combined,random_train_pwm,ELF5,0.43316,0.63689,0.56257,0.69911,0.40032,0.24367,0.37375,0.34518,2.57485,0.77147,0.22248,0.73049,3.72727,3.72727
clean_combined,random_train_pwm,ELK1,0.63435,0.71867,0.75,0.79167,0.66667,0.23309,0.3591,0.33687,2.92998,1.0024,0.22761,1.0,5.0,5.0
clean_combined,random_train_pwm,ELK3,0.52472,0.68279,0.61937,0.75918,0.49,0.21942,0.34971,0.32154,4.35604,0.74712,0.28989,0.81944,4.4,4.4
clean_combined,random_train_pwm,ELK4,0.46436,0.67426,0.57411,0.76508,0.41756,0.21248,0.33766,0.28772,1.81855,0.71893,0.42897,0.875,6.0,6.0
clean_combined,random_train_pwm,ERF,0.51431,0.70456,0.57143,0.83438,0.44583,0.18751,0.3302,0.25626,1.36091,0.49126,0.45089,1.0,7.0,7.0
clean_combined,random_train_pwm,ERG,0.34597,0.59974,0.5,0.66643,0.34444,0.26513,0.39831,0.38209,3.67391,0.80425,0.14402,0.7,4.0,4.0
clean_combined,random_train_pwm,ETS1,0.46887,0.64025,0.62931,0.72142,0.46619,0.24025,0.37407,0.35321,4.11916,0.73151,0.26616,0.8,5.0,5.0
clean_combined,random_train_pwm,ETS2,0.35412,0.56333,0.5,0.69658,0.52381,0.27866,0.41744,0.42508,3.97604,0.8707,0.21391,0.9,4.0,4.0
clean_combined,random_train_pwm,ETV1,0.49073,0.68702,0.55556,0.77366,0.45238,0.23102,0.32614,0.29728,1.3758,0.95958,0.39712,1.0,5.0,5.0
clean_combined,random_train_pwm,ETV2,0.43403,0.64239,0.56461,0.7059,0.45395,0.2444,0.37332,0.34909,3.76229,0.75376,0.2836,0.84933,4.14286,4.14286
clean_combined,random_train_pwm,ETV3,0.38966,0.6087,0.55902,0.68837,0.44974,0.25815,0.38734,0.38316,5.61273,0.75062,0.25393,0.79628,3.85714,0.42857
clean_combined,random_train_pwm,ETV4,0.33633,0.58421,0.33333,0.69444,0.2,0.25398,0.40616,0.3602,5.48073,0.57037,0.25225,0.75,6.0,6.0
clean_combined,random_train_pwm,ETV5,0.37533,0.60558,0.42857,0.61696,0.24286,0.26769,0.39785,0.36842,2.26595,0.8994,0.0943,0.55556,5.0,5.0
clean_combined,random_train_pwm,ETV6,0.48376,0.64911,0.62857,0.76623,0.46389,0.23667,0.38869,0.35756,4.19263,0.77912,0.21493,0.8,4.0,4.0
clean_combined,random_train_pwm,ETV7,0.35691,0.60799,0.50625,0.68436,0.42433,0.25384,0.38324,0.36523,3.87647,0.72292,0.29837,0.73727,3.0,2.5
clean_combined,random_train_pwm,EWSR1-FLI1,0.26339,0.49033,0.45455,0.6281,0.29286,0.2967,0.45681,0.47286,2.95115,0.76229,0.11925,0.5,4.0,-4.0
clean_combined,random_train_pwm,FEV,0.34267,0.58542,0.44444,0.68313,0.26667,0.26326,0.39517,0.38087,1.96395,0.6645,0.28575,0.44444,5.0,5.0
clean_combined,random_train_pwm,FLI1,0.48924,0.66802,0.61048,0.72993,0.5106,0.22927,0.36013,0.33103,4.13687,0.71866,0.3384,0.77,4.0,4.0
clean_combined,random_train_pwm,FOXA1,0.43761,0.64994,0.49167,0.71704,0.33998,0.23751,0.34698,0.30576,2.37371,0.72578,0.34225,0.6,1.0,-1.0
clean_combined,random_train_pwm,FOXA2,0.55296,0.70502,0.55185,0.71767,0.55,0.22049,0.3376,0.29317,2.54872,0.68069,0.46815,0.83333,1.0,-1.0
clean_combined,random_train_pwm,FOXA3,0.38177,0.60184,0.5,0.7208,0.375,0.2469,0.39774,0.40166,5.30072,0.72859,0.27081,0.8,1.0,-1.0
clean_combined,random_train_pwm,FOXB1,0.37782,0.63263,0.53157,0.70848,0.40279,0.24046,0.37097,0.34565,4.84174,0.76611,0.19976,0.52363,5.25,-5.0
clean_combined,random_train_pwm,FOXC1,0.42592,0.64662,0.53009,0.71196,0.3831,0.23654,0.35569,0.32295,2.54147,0.71728,0.31509,0.57313,2.4,-0.8
clean_combined,random_train_pwm,FOXC2,0.44715,0.64299,0.59802,0.70838,0.36672,0.23789,0.38224,0.35915,4.7119,0.73915,0.26394,0.7,3.0,-3.0
clean_combined,random_train_pwm,FOXD1,0.71939,0.73414,0.83333,0.82407,0.86667,0.19617,0.33824,0.26735,5.08622,0.74475,0.61662,0.85714,2.0,2.0
clean_combined,random_train_pwm,FOXD2,0.39388,0.66342,0.54268,0.69275,0.41872,0.22757,0.33172,0.29447,1.99484,0.62712,0.27904,0.65083,3.1,-2.7
clean_combined,random_train_pwm,FOXD3,0.29759,0.63797,0.4375,0.63733,0.39167,0.25027,0.34489,0.31269,1.41743,0.77396,0.26348,0.5,9.0,-9.0
clean_combined,random_train_pwm,FOXE1,0.48184,0.66461,0.6119,0.74186,0.33582,0.2366,0.35418,0.33111,2.65119,0.77874,0.22232,0.53999,3.66667,-3.0
clean_combined,random_train_pwm,FOXF1,0.52402,0.63314,0.57143,0.78125,0.51786,0.24933,0.38526,0.34465,1.57888,0.85266,0.52402,1.0,2.0,2.0
clean_combined,random_train_pwm,FOXF2,0.54851,0.64606,0.66667,0.7037,0.22222,0.28099,0.40987,0.41521,6.51122,1.22147,0.28919,1.0,0.0,0.0
clean_combined,random_train_pwm,FOXG1,0.54423,0.68847,0.71429,0.65789,0.58929,0.20503,0.35794,0.31812,5.65137,0.55499,0.54423,1.0,2.0,2.0
clean_combined,random_train_pwm,FOXI1,0.48594,0.67424,0.55969,0.75624,0.43869,0.22272,0.35172,0.31757,2.7729,0.69839,0.34841,0.67912,3.2,-2.0
clean_combined,random_train_pwm,FOXJ1,0.26645,0.51379,0.42857,0.61905,0.25,0.29271,0.45198,0.45439,2.90401,0.83014,0.31381,0.85714,2.0,2.0
clean_combined,random_train_pwm,FOXJ2,0.45318,0.64121,0.62008,0.6877,0.48033,0.23168,0.37712,0.35786,3.96978,0.62021,0.25105,0.6205,2.72727,-2.36364
clean_combined,random_train_pwm,FOXJ3,0.51254,0.68222,0.62504,0.73306,0.42608,0.21256,0.35111,0.29961,3.13961,0.54921,0.28452,0.63802,2.22222,-1.77778
clean_combined,random_train_pwm,FOXK1,0.43297,0.63695,0.55026,0.74439,0.52817,0.2323,0.37431,0.32118,2.51494,0.60208,0.3489,0.81481,0.0,0.0
clean_combined,random_train_pwm,FOXK2,0.44427,0.67247,0.57778,0.78182,0.475,0.22528,0.3571,0.32731,4.98106,0.73065,0.30536,0.72222,0.0,0.0
clean_combined,random_train_pwm,FOXL1,0.38483,0.63887,0.58519,0.67384,0.31603,0.23351,0.35236,0.31615,1.86903,0.67642,0.23028,0.53312,2.8,-1.2
clean_combined,random_train_pwm,FOXL2,0.22374,0.6197,0.50556,0.66259,0.36372,0.25238,0.33277,0.30303,4.23836,0.64728,0.2351,0.6,1.0,-1.0
clean_combined,random_train_pwm,FOXM1,0.57951,0.73578,0.67143,0.74862,0.42833,0.20905,0.31165,0.25904,3.11161,0.69308,0.32909,0.66667,1.0,-1.0
clean_combined,random_train_pwm,FOXN2,0.4487,0.65645,0.5,0.8,0.35417,0.2238,0.35655,0.28706,1.40194,0.55086,0.29902,0.6,5.0,-1.0
clean_combined,random_train_pwm,FOXN3,0.5703,0.66726,0.69524,0.73288,0.34458,0.20685,0.39141,0.3335,4.57518,0.51617,0.43445,0.83333,1.0,1.0
clean_combined,random_train_pwm,FOXO1,0.53301,0.69581,0.65844,0.77178,0.46073,0.21696,0.33457,0.2892,2.81835,0.72966,0.453,0.74026,2.0,2.0
clean_combined,random_train_pwm,FOXO3,0.35983,0.6208,0.58333,0.71598,0.62143,0.25484,0.38014,0.37096,2.34699,0.88513,0.36929,0.75,1.0,1.0
clean_combined,random_train_pwm,FOXO4,0.53479,0.67741,0.625,0.66136,0.58333,0.23309,0.35847,0.31758,3.94478,0.91357,0.53479,1.0,1.0,1.0
clean_combined,random_train_pwm,FOXO6,0.41584,0.59029,0.55607,0.70219,0.43151,0.25561,0.42043,0.39477,3.79118,0.6136,0.25243,0.72857,3.0,-1.0
clean_combined,random_train_pwm,FOXP1,0.50904,0.70171,0.64397,0.76396,0.44111,0.20042,0.32143,0.26921,2.4881,0.58194,0.3574,0.68717,4.33333,-2.0
clean_combined,random_train_pwm,FOXP2,0.50436,0.69088,0.65873,0.76883,0.5377,0.19845,0.34073,0.29415,4.3525,0.54579,0.42026,0.80952,2.0,2.0
clean_combined,random_train_pwm,FOXP3,0.3469,0.62566,0.49302,0.63678,0.35348,0.25131,0.36323,0.32055,3.00074,0.74392,0.27703,0.67251,0.0,0.0
clean_combined,random_train_pwm,FOXP4,0.38111,0.59156,0.57143,0.64966,0.51667,0.22619,0.39671,0.34822,2.2111,0.36107,0.18178,0.57143,2.0,2.0
clean_combined,random_train_pwm,FOXS1,0.50085,0.65938,0.66667,0.74537,0.38095,0.20383,0.37063,0.29695,2.09351,0.4334,0.33909,0.375,1.0,1.0
clean_combined,random_train_pwm,GABPA,0.37344,0.56272,0.55556,0.66872,0.49167,0.26588,0.43234,0.43684,2.92967,0.64133,0.37344,1.0,5.0,5.0
clean_combined,random_train_pwm,GCN4,0.3957,0.60639,0.53185,0.70364,0.48854,0.25097,0.39272,0.37459,3.14984,0.71442,0.32001,0.83929,5.0,5.0
clean_combined,random_train_pwm,KLF14,0.44296,0.64653,0.48514,0.74073,0.26234,0.2498,0.35774,0.32115,2.97604,0.80288,0.21142,0.73681,2.42857,-0.42857
clean_combined,random_train_pwm,KLF2,0.46705,0.67373,0.625,0.75276,0.32292,0.21621,0.34385,0.30298,3.42176,0.65699,0.29327,0.67014,3.75,3.75
clean_combined,random_train_pwm,NFE2,0.37711,0.58056,0.51062,0.67405,0.44646,0.26182,0.41476,0.40647,5.26483,0.63867,0.249,0.82015,1.90909,1.18182
clean_combined,random_train_pwm,NFE2L1,0.13062,0.39807,0.2,0.64,0.09091,0.32874,0.50613,0.53803,3.27922,0.44043,0.0933,0.78571,2.0,-2.0
clean_combined,random_train_pwm,NFE2L2,0.46901,0.6408,0.61286,0.74994,0.58865,0.22358,0.37634,0.33375,2.76921,0.54948,0.27167,0.72857,2.0,-2.0
clean_combined,random_train_pwm,NPAS2,0.35082,0.63835,0.45,0.72773,0.41382,0.23079,0.34622,0.32003,3.10202,0.70239,0.29332,0.77778,4.0,-2.4
clean_combined,random_train_pwm,P53,0.40057,0.63358,0.53602,0.68902,0.45774,0.24279,0.36082,0.32732,3.80517,0.65392,0.20882,0.63346,2.0,-2.0
clean_combined,random_train_pwm,POU1F1,0.34145,0.57978,0.44138,0.69613,0.35943,0.26154,0.39933,0.37619,2.82685,0.74138,0.19017,0.58333,5.0,-5.0
clean_combined,random_train_pwm,POU2F1,0.48583,0.66439,0.64887,0.74145,0.61687,0.22467,0.3481,0.30995,2.14599,0.67449,0.36358,0.8254,0.0,0.0
clean_combined,random_train_pwm,POU2F1::SOX2,0.38508,0.61684,0.45455,0.66905,0.43611,0.23797,0.38846,0.35257,7.63133,0.58016,0.20055,0.52941,8.0,-8.0
clean_combined,random_train_pwm,POU2F2,0.4107,0.59843,0.53333,0.69086,0.4752,0.24819,0.39835,0.393,5.28234,0.53791,0.28745,0.58974,4.0,-4.0
clean_combined,random_train_pwm,POU2F3,0.46777,0.6529,0.62269,0.73426,0.48472,0.21659,0.37365,0.31266,2.41676,0.55945,0.28826,0.7963,0.0,0.0
clean_combined,random_train_pwm,POU3F1,0.53043,0.71115,0.7,0.75214,0.74702,0.22935,0.32783,0.2956,4.38693,0.89268,0.45345,0.9,1.0,-1.0
clean_combined,random_train_pwm,POU3F2,0.25944,0.54884,0.375,0.65455,0.45,0.25248,0.39212,0.36049,1.98505,0.51994,0.17296,0.66667,3.0,-3.0
clean_combined,random_train_pwm,POU3F3,0.43154,0.65638,0.51871,0.73736,0.43044,0.23605,0.35064,0.31007,3.27673,0.73761,0.2759,0.6511,2.57143,-1.71429
clean_combined,random_train_pwm,POU3F4,0.46673,0.67408,0.54541,0.76081,0.3809,0.22167,0.34125,0.29823,3.26284,0.72695,0.30461,0.56386,2.30769,-2.30769
clean_combined,random_train_pwm,POU4F1,0.3906,0.62719,0.50872,0.66713,0.42669,0.24059,0.3675,0.33717,3.00877,0.58466,0.31539,0.69139,3.14286,-2.85714
clean_combined,random_train_pwm,POU4F2,0.58447,0.70745,0.68056,0.76563,0.53125,0.22758,0.33264,0.30129,2.8391,0.85144,0.28853,0.54821,5.0,-5.0
clean_combined,random_train_pwm,POU4F3,0.42308,0.66094,0.5059,0.6903,0.34628,0.23315,0.33653,0.30606,3.44045,0.79507,0.26503,0.6315,3.41667,-2.91667
clean_combined,random_train_pwm,POU5F1,0.56238,0.69682,0.69643,0.78932,0.42884,0.20721,0.34431,0.28793,4.65044,0.62882,0.38307,0.78571,2.0,2.0
clean_combined,random_train_pwm,POU5F1::SOX2,0.43298,0.6315,0.56667,0.69416,0.48661,0.25558,0.36781,0.34599,4.84379,0.7678,0.21703,0.57692,4.0,-4.0
clean_combined,random_train_pwm,POU5F1B,0.50302,0.67163,0.63333,0.79068,0.57917,0.19925,0.36255,0.30339,2.94795,0.27971,0.35767,0.69697,1.0,-1.0
clean_combined,random_train_pwm,POU5F1P1,0.3936,0.60517,0.55619,0.70304,0.41848,0.24083,0.37536,0.3417,2.37018,0.57558,0.24441,0.61665,3.9,-3.5
clean_combined,random_train_pwm,POU6F1,0.59724,0.73358,0.69246,0.83413,0.40278,0.17962,0.31667,0.26015,1.96586,0.5086,0.47232,0.7381,2.0,2.0
clean_combined,random_train_pwm,POU6F2,0.4533,0.62932,0.57381,0.72558,0.39444,0.24472,0.38791,0.3647,4.26783,0.6856,0.34631,0.77364,2.28571,0.28571
clean_combined,random_train_pwm,SKN-1,0.27491,0.51943,0.5,0.62319,0.30952,0.26983,0.44058,0.43216,2.68452,0.41758,0.22696,0.625,4.0,4.0
clean_combined,random_train_pwm,SP3,0.29299,0.53876,0.49762,0.57032,0.31667,0.30554,0.41726,0.44225,6.99696,0.97739,0.12652,0.56854,2.42857,0.14286
clean_combined,random_train_pwm,SP5,0.4189,0.65923,0.4594,0.73244,0.30397,0.24134,0.35989,0.32795,4.11118,0.76996,0.26933,0.67819,6.0,-2.0
clean_combined,random_train_pwm,SP7,0.65739,0.92212,0.85714,0.92398,0.46429,0.09801,0.13132,0.08419,0.34558,0.38067,0.35398,0.53846,1.0,-1.0
clean_combined,random_train_pwm,SPDEF,0.52639,0.69318,0.5,0.80672,0.325,0.20372,0.36173,0.29494,5.16559,0.52669,0.31583,0.6,4.0,4.0
clean_combined,random_train_pwm,THRA,0.45405,0.66837,0.53846,0.72085,0.45431,0.22424,0.34975,0.29316,2.88311,0.69782,0.25361,0.67043,3.0,0.14286
clean_combined,random_train_pwm,THRB,0.47331,0.68853,0.60629,0.7117,0.5594,0.22639,0.33066,0.29197,2.78898,0.83983,0.23347,0.75556,3.0,-3.0
clean_combined,random_train_pwm,TP53,0.46725,0.67932,0.57049,0.70056,0.38082,0.21434,0.33412,0.28069,4.39169,0.5839,0.18121,0.45833,6.0,-6.0
clean_combined,random_train_pwm,TP63,0.34889,0.57762,0.46173,0.65205,0.37377,0.26045,0.41329,0.40458,5.44652,0.57507,0.20342,0.61111,6.0,-6.0
clean_combined,random_train_pwm,TP73,0.3689,0.64078,0.47327,0.67258,0.43797,0.24266,0.35802,0.33204,5.24977,0.79038,0.18585,0.60714,4.0,-4.0
clean_combined,random_train_pwm,ZBTB40,0.51095,0.66241,0.69048,0.72386,0.55208,0.21289,0.38146,0.35533,2.89611,0.61073,0.234,0.74167,2.5,-2.5
clean_combined,B0_global,CLOCK,0.40199,0.55392,0.66667,0.69444,0.38095,0.3401,0.40169,0.46553,1.70648,1.7385,0.18633,0.55556,1.0,1.0
clean_combined,B0_global,EHF,0.62114,0.61629,0.80272,0.85208,0.59286,0.30815,0.36486,0.37852,1.38509,1.5182,0.33322,0.59885,4.14286,4.14286
clean_combined,B0_global,ELF1,0.5551,0.63317,0.71429,0.75625,0.53333,0.29617,0.35569,0.36378,1.3257,1.43915,0.35325,0.63636,3.0,3.0
clean_combined,B0_global,ELF2,0.52638,0.6546,0.625,0.84375,0.47619,0.27823,0.34122,0.32922,1.21079,1.31201,0.42111,0.8,4.0,4.0
clean_combined,B0_global,ELF3,0.69565,0.60912,0.85714,0.8875,0.61667,0.31848,0.37616,0.41477,1.49638,1.64251,0.44269,0.63636,3.0,3.0
clean_combined,B0_global,ELF4,0.6483,0.61183,0.77976,0.88089,0.575,0.31597,0.37427,0.40288,1.4659,1.60062,0.36304,0.58902,3.0,3.0
clean_combined,B0_global,ELF5,0.63462,0.61092,0.83247,0.87917,0.60152,0.31237,0.36992,0.39369,1.43281,1.56559,0.24988,0.49495,3.72727,3.72727
clean_combined,B0_global,ELK1,0.63782,0.58903,0.83333,0.87963,0.61667,0.32957,0.38464,0.42215,1.53887,1.67945,0.27665,0.55556,5.0,5.0
clean_combined,B0_global,ELK3,0.56343,0.61102,0.77576,0.84368,0.58667,0.30737,0.36324,0.37727,1.38282,1.49711,0.26686,0.56944,4.4,4.4
clean_combined,B0_global,ELK4,0.57087,0.6494,0.83333,0.71094,0.61667,0.28578,0.34252,0.35556,1.27119,1.38627,0.29593,0.625,6.0,6.0
clean_combined,B0_global,ERF,0.58211,0.64404,0.83333,0.80672,0.61667,0.29138,0.34243,0.337,1.23293,1.35381,0.32574,0.71429,7.0,7.0
clean_combined,B0_global,ERG,0.55459,0.6347,0.71429,0.75625,0.53333,0.2923,0.34993,0.36028,1.30424,1.42039,0.38821,0.7,4.0,4.0
clean_combined,B0_global,ETS1,0.5964,0.62955,0.83333,0.80672,0.61667,0.29381,0.35035,0.37216,1.33376,1.45359,0.25785,0.55556,5.0,5.0
clean_combined,B0_global,ETS2,0.55985,0.64726,0.71429,0.85034,0.53333,0.28302,0.34187,0.3241,1.20158,1.31378,0.3919,0.7,4.0,4.0
clean_combined,B0_global,ETV1,0.6052,0.62763,0.83333,0.87963,0.61667,0.29496,0.35365,0.37302,1.3422,1.46132,0.26569,0.55556,5.0,5.0
clean_combined,B0_global,ETV2,0.61298,0.65197,0.77704,0.79377,0.58469,0.28497,0.33868,0.3545,1.26317,1.3828,0.33207,0.64762,4.14286,4.14286
clean_combined,B0_global,ETV3,0.43477,0.63363,0.64242,0.7299,0.54201,0.28654,0.34173,0.35641,1.28527,1.36591,0.21915,0.66309,3.85714,0.42857
clean_combined,B0_global,ETV4,0.60808,0.63705,0.83333,0.87963,0.61667,0.29009,0.351,0.3572,1.29899,1.41772,0.28289,0.625,6.0,6.0
clean_combined,B0_global,ETV5,0.56474,0.63877,0.83333,0.70312,0.61667,0.2939,0.34648,0.36352,1.30671,1.40923,0.25654,0.55556,5.0,5.0
clean_combined,B0_global,ETV6,0.56274,0.62628,0.71429,0.85034,0.53333,0.29698,0.3539,0.34197,1.27656,1.38922,0.39392,0.7,4.0,4.0
clean_combined,B0_global,ETV7,0.46711,0.6368,0.66815,0.75528,0.52991,0.28946,0.34442,0.34162,1.25738,1.34771,0.30944,0.72438,3.0,2.5
clean_combined,B0_global,EWSR1-FLI1,0.48425,0.55828,0.6,0.82,0.325,0.34718,0.402,0.45095,1.66539,1.76964,0.26903,0.55556,4.0,-4.0
clean_combined,B0_global,FEV,0.61682,0.60185,0.83333,0.87963,0.61667,0.31559,0.37304,0.41519,1.48961,1.62234,0.26991,0.55556,5.0,5.0
clean_combined,B0_global,FLI1,0.54661,0.63795,0.71429,0.7875,0.53333,0.28984,0.34649,0.35294,1.27793,1.39293,0.38262,0.7,4.0,4.0
clean_combined,B0_global,FOXA1,0.65075,0.77728,0.6,0.9375,0.36667,0.18628,0.22744,0.15654,0.58509,0.62777,0.40515,0.8,1.0,-1.0
clean_combined,B0_global,FOXA2,0.66785,0.71537,0.4,0.9375,0.25,0.23588,0.27705,0.25301,0.90636,0.96259,0.40646,0.8,1.0,-1.0
clean_combined,B0_global,FOXA3,0.68489,0.74364,0.6,0.9375,0.36667,0.21558,0.25927,0.21876,0.7876,0.83765,0.41281,0.8,1.0,-1.0
clean_combined,B0_global,FOXB1,0.38339,0.63019,0.53639,0.69096,0.40345,0.28892,0.34211,0.33537,1.2429,1.31206,0.28303,0.61461,5.25,-5.0
clean_combined,B0_global,FOXC1,0.46757,0.6715,0.57401,0.75681,0.35396,0.25998,0.31128,0.2926,1.0694,1.14232,0.41403,0.79716,2.4,-0.8
clean_combined,B0_global,FOXC2,0.3816,0.62515,0.66667,0.67636,0.39394,0.29723,0.35114,0.36632,1.33419,1.40261,0.36085,0.66667,3.0,-3.0
clean_combined,B0_global,FOXD1,0.37909,0.56518,0.57143,0.72109,0.38095,0.33677,0.39081,0.42748,1.58204,1.66602,0.38709,0.71429,2.0,2.0
clean_combined,B0_global,FOXD2,0.40822,0.66663,0.53679,0.71227,0.35985,0.26014,0.30987,0.29328,1.07006,1.12416,0.30774,0.64467,3.1,-2.7
clean_combined,B0_global,FOXD3,0.40086,0.66519,0.5,0.68691,0.49747,0.26695,0.32397,0.32113,1.16065,1.21546,0.22878,0.5,9.0,-9.0
clean_combined,B0_global,FOXE1,0.45631,0.67077,0.52037,0.7364,0.32404,0.25948,0.3126,0.3012,1.09161,1.15438,0.31947,0.6801,3.66667,-3.0
clean_combined,B0_global,FOXF1,0.46431,0.58056,0.71429,0.75625,0.36667,0.33173,0.38738,0.42524,1.57139,1.6531,0.36994,0.85714,2.0,2.0
clean_combined,B0_global,FOXF2,0.38774,0.5887,0.625,0.71498,0.38889,0.3208,0.38099,0.43416,1.56655,1.6425,0.34466,0.88889,0.0,0.0
clean_combined,B0_global,FOXG1,0.30379,0.63619,0.42857,0.60819,0.43333,0.27448,0.34321,0.33998,1.25937,1.27436,0.24889,1.0,2.0,2.0
clean_combined,B0_global,FOXI1,0.39126,0.62295,0.58431,0.71635,0.41933,0.29239,0.34835,0.35105,1.29755,1.35834,0.29387,0.74135,3.2,-2.0
clean_combined,B0_global,FOXJ1,0.41515,0.58827,0.71429,0.73469,0.22727,0.32049,0.37789,0.39853,1.48027,1.55418,0.41515,1.0,2.0,2.0
clean_combined,B0_global,FOXJ2,0.36101,0.62763,0.50718,0.71681,0.33083,0.28889,0.34392,0.35274,1.29135,1.34783,0.30878,0.71689,2.72727,-2.36364
clean_combined,B0_global,FOXJ3,0.32609,0.60983,0.46473,0.7134,0.26152,0.30002,0.35528,0.36608,1.35168,1.40808,0.29345,0.80576,2.22222,-1.77778
clean_combined,B0_global,FOXK1,0.40334,0.65446,0.66667,0.69455,0.55,0.26622,0.32942,0.31291,1.15721,1.19724,0.38997,0.77778,0.0,0.0
clean_combined,B0_global,FOXK2,0.42287,0.6702,0.55556,0.71273,0.325,0.25671,0.32031,0.29163,1.0877,1.14463,0.42287,1.0,0.0,0.0
clean_combined,B0_global,FOXL1,0.38547,0.62526,0.5213,0.75181,0.27776,0.29195,0.34667,0.35168,1.29091,1.36193,0.36125,0.81126,2.8,-1.2
clean_combined,B0_global,FOXL2,0.44621,0.65516,0.7,0.77743,0.55833,0.2683,0.32678,0.30247,1.12717,1.18061,0.34289,0.7,1.0,-1.0
clean_combined,B0_global,FOXM1,0.58441,0.76995,0.8,0.86869,0.5,0.19421,0.21977,0.16754,0.60522,0.6503,0.39591,0.8,1.0,-1.0
clean_combined,B0_global,FOXN2,0.41347,0.67336,0.47727,0.74174,0.4375,0.25332,0.30785,0.27214,1.02769,1.073,0.2309,0.5,5.0,-1.0
clean_combined,B0_global,FOXN3,0.39955,0.5476,0.625,0.74479,0.38889,0.3521,0.40737,0.44898,1.68659,1.76907,0.39955,1.0,1.0,1.0
clean_combined,B0_global,FOXO1,0.39315,0.62162,0.57143,0.72109,0.38095,0.28862,0.34722,0.33999,1.27003,1.33265,0.39315,1.0,2.0,2.0
clean_combined,B0_global,FOXO3,0.3992,0.62548,0.625,0.75362,0.38889,0.29237,0.35124,0.35228,1.30349,1.36809,0.3992,1.0,1.0,1.0
clean_combined,B0_global,FOXO4,0.32716,0.65773,0.625,0.65909,0.38889,0.26798,0.32839,0.3103,1.14951,1.1953,0.32716,1.0,1.0,1.0
clean_combined,B0_global,FOXO6,0.41402,0.58705,0.5969,0.7506,0.38766,0.31959,0.37609,0.39994,1.48037,1.55893,0.31654,0.8,3.0,-1.0
clean_combined,B0_global,FOXP1,0.37606,0.64301,0.54481,0.71205,0.36573,0.27731,0.3326,0.31914,1.19162,1.25198,0.34172,0.83482,4.33333,-2.0
clean_combined,B0_global,FOXP2,0.36175,0.6106,0.57143,0.72109,0.38095,0.29377,0.34884,0.33424,1.2627,1.31942,0.36175,1.0,2.0,2.0
clean_combined,B0_global,FOXP3,0.34962,0.70935,0.66667,0.76254,0.39394,0.23404,0.29438,0.23806,0.90402,0.95039,0.34962,1.0,0.0,0.0
clean_combined,B0_global,FOXP4,0.3918,0.5954,0.57143,0.72109,0.38095,0.30941,0.35959,0.32579,1.27328,1.34637,0.3918,1.0,2.0,2.0
clean_combined,B0_global,FOXS1,0.35186,0.59148,0.625,0.71875,0.5375,0.30703,0.36167,0.33403,1.29969,1.33995,0.34054,0.875,1.0,1.0
clean_combined,B0_global,GABPA,0.63262,0.59205,0.83333,0.87963,0.61667,0.32636,0.38254,0.42832,1.54567,1.68383,0.26957,0.55556,5.0,5.0
clean_combined,B0_global,GCN4,0.62785,0.57319,0.6,0.85714,0.54167,0.32916,0.38339,0.4309,1.5716,1.64172,0.44847,0.71429,5.0,5.0
clean_combined,B0_global,KLF14,0.2574,0.65596,0.24874,0.64026,0.18918,0.26416,0.31836,0.29925,1.11603,1.13296,0.22448,0.88731,2.42857,-0.42857
clean_combined,B0_global,KLF2,0.27347,0.62935,0.38125,0.64434,0.28542,0.282,0.33763,0.3161,1.19058,1.21509,0.22911,0.88889,3.75,3.75
clean_combined,B0_global,NFE2,0.62991,0.60782,0.61059,0.86882,0.52587,0.30725,0.36296,0.38838,1.41651,1.49793,0.37895,0.60791,1.90909,1.18182
clean_combined,B0_global,NFE2L1,0.66731,0.57472,0.66667,0.91667,0.58333,0.32924,0.38618,0.43419,1.58398,1.67442,0.28599,0.42857,2.0,-2.0
clean_combined,B0_global,NFE2L2,0.66876,0.59268,0.66667,0.90756,0.58333,0.31451,0.37221,0.39244,1.451,1.53512,0.28661,0.42857,2.0,-2.0
clean_combined,B0_global,NPAS2,0.31386,0.66055,0.48667,0.67949,0.38262,0.26398,0.32749,0.3274,1.19827,1.21454,0.14276,0.53889,4.0,-2.4
clean_combined,B0_global,P53,0.22132,0.65249,0.33333,0.55273,0.33333,0.26295,0.3068,0.26199,0.99935,1.01052,0.14228,0.64286,2.0,-2.0
clean_combined,B0_global,POU1F1,0.53793,0.64288,0.625,0.83182,0.4375,0.2926,0.34026,0.33769,1.23598,1.3588,0.30739,0.57143,5.0,-5.0
clean_combined,B0_global,POU2F1,0.30933,0.61972,0.44444,0.71923,0.26786,0.29023,0.34145,0.31946,1.21108,1.2746,0.32451,0.66667,0.0,0.0
